"index","Genus","SpecificEpithet","InfraspecificRank","InfraspecificName","Authority","InfraspecificAuthority","AuthorityCorrected","Cultivar","OriginalName","TaxonNameAuthorCV","TaxonNameAuthor","TaxonNameCV","TaxonName","Code_No","Num","Family","EndangeredSpecies","RarePlants","ExoticPlants","KoreanEndemicPlants","ClimateSensitiveBiologicalIndicatorSpecies","KoreanRedListOfThreatenedSpecies","BiologicalResourcesSubjectToTheApprovalOfOutboundTransfer","FloristicTargetSpecies","PlantsAdaptableToClimateChange","Native_NABI","Cultivated_NABI","Naturalized_NABI"
568,"Brugmansia","sanguinea","","","(Ruiz & Pav.) D.Don","","(Ruiz & Pav.) D.Don","","Brugmansia sanguinea (Ruiz & Pav.) D. Don","Brugmansia sanguinea (Ruiz & Pav.) D.Don","Brugmansia sanguinea (Ruiz & Pav.) D.Don","Brugmansia sanguinea","Brugmansia sanguinea",2465,3006,"Solanaceae","","","","","","","","","","",1,""
569,"Brugmansia","suaveolens","","","(Humb. & Bonpl. ex Willd.) Bercht. & J.Presl","","(Humb. & Bonpl. ex Willd.) Bercht. & J.Presl","","Brugmansia suaveolens (Humb. & Bonpl. ex Willd.) Bercht. & J. Presl","Brugmansia suaveolens (Humb. & Bonpl. ex Willd.) Bercht. & J.Presl","Brugmansia suaveolens (Humb. & Bonpl. ex Willd.) Bercht. & J.Presl","Brugmansia suaveolens","Brugmansia suaveolens",2466,3007,"Solanaceae","","","","","","","","","","",1,""
570,"Capsicum","annuum","","","L.","","L.","","Capsicum annuum L.","Capsicum annuum L.","Capsicum annuum L.","Capsicum annuum","Capsicum annuum",3162,3008,"Solanaceae","","","","","","","","","","",1,""
571,"Hyoscyamus","niger","","","L.","","L.","","Hyoscyamus niger L.","Hyoscyamus niger L.","Hyoscyamus niger L.","Hyoscyamus niger","Hyoscyamus niger",8862,3012,"Solanaceae","","","PIP (UN)","","","","","","","",1,""
572,"Lycium","chinense","","","Mill.","","Mill.","","Lycium chinense Mill.","Lycium chinense Mill.","Lycium chinense Mill.","Lycium chinense","Lycium chinense",10796,3013,"Solanaceae","","","Arc.","","","","1","","","",1,"1"
573,"Nicotiana","sanderae","","","hort. ex W.Watson","","hort. ex W.Watson","","Nicotiana sanderae hort. ex W. Watson","Nicotiana sanderae hort. ex W.Watson","Nicotiana sanderae hort. ex W.Watson","Nicotiana sanderae","Nicotiana sanderae",11805,3015,"Solanaceae","","","","","","","","","","",1,""
574,"Nicotiana","tabacum","","","L.","","L.","","Nicotiana tabacum L.","Nicotiana tabacum L.","Nicotiana tabacum L.","Nicotiana tabacum","Nicotiana tabacum",11807,3016,"Solanaceae","","","","","","","","","","",1,""
575,"Petunia","hybrida","","","E.Vilm.","","E.Vilm.","","Petunia hybrida E. Vilm.","Petunia hybrida E.Vilm.","Petunia hybrida E.Vilm.","Petunia hybrida","Petunia hybrida",12574,3017,"Solanaceae","","","PIP (CAP)","","","","","","","",1,""
576,"Physalis","alkekengi","","","L.","","L.","","Physalis alkekengi L.","Physalis alkekengi L.","Physalis alkekengi L.","Physalis alkekengi","Physalis alkekengi",12817,3020,"Solanaceae","","","PIP (CAP)","","","","","","","",1,""
577,"Solanum","dulcamara","","","L.","","L.","","Solanum dulcamara L.","Solanum dulcamara L.","Solanum dulcamara L.","Solanum dulcamara","Solanum dulcamara",16039,3027,"Solanaceae","","","","","","","","","","",1,""
578,"Solanum","lycopersicum","","","L.","","L.","","Solanum lycopersicum L.","Solanum lycopersicum L.","Solanum lycopersicum L.","Solanum lycopersicum","Solanum lycopersicum",16043,3030,"Solanaceae","","","PIP (CAP)","","","","","","","",1,""
579,"Solanum","melongena","","","L.","","L.","","Solanum melongena L.","Solanum melongena L.","Solanum melongena L.","Solanum melongena","Solanum melongena",16048,3033,"Solanaceae","","","","","","","","","","",1,""
580,"Solanum","nigrum","","","L.","","L.","","Solanum nigrum L.","Solanum nigrum L.","Solanum nigrum L.","Solanum nigrum","Solanum nigrum",16049,3034,"Solanaceae","","","Arc.","","","","1","","","",1,"1"
581,"Solanum","nigrum","var.","humile","L.","(Bernh. ex Willd.) C.Y.Wu & S.C.Huang","(Bernh. ex Willd.) C.Y.Wu & S.C.Huang","","Solanum nigrum L. var. humile (Bernh. ex Willd.) C. Y. Wu & S. C. Huang","Solanum nigrum var. humile (Bernh. ex Willd.) C.Y.Wu & S.C.Huang","Solanum nigrum var. humile (Bernh. ex Willd.) C.Y.Wu & S.C.Huang","Solanum nigrum var. humile","Solanum nigrum var. humile",16050,3035,"Solanaceae","","","PIP (UN)","","","","","","","",1,"1"
582,"Solanum","pseudocapsicum","","","L.","","L.","","Solanum pseudocapsicum L.","Solanum pseudocapsicum L.","Solanum pseudocapsicum L.","Solanum pseudocapsicum","Solanum pseudocapsicum",20233,3037,"Solanaceae","","","PIP (CAP)","","","","","","","",1,""
583,"Solanum","rostratum","","","Dunal","","Dunal","","Solanum rostratum Dunal","Solanum rostratum Dunal","Solanum rostratum Dunal","Solanum rostratum","Solanum rostratum",16055,3038,"Solanaceae","","","PIP (UN)","","","","","","","",1,"1"
584,"Solanum","sisymbriifolium","","","Lam.","","Lam.","","Solanum sisymbriifolium Lam.","Solanum sisymbriifolium Lam.","Solanum sisymbriifolium Lam.","Solanum sisymbriifolium","Solanum sisymbriifolium",16057,3040,"Solanaceae","","","PIP (UN)","","","","","","","",1,"1"
585,"Solanum","tuberosum","","","L.","","L.","","Solanum tuberosum L.","Solanum tuberosum L.","Solanum tuberosum L.","Solanum tuberosum","Solanum tuberosum",16058,3041,"Solanaceae","","","","","","","","","","",1,""
586,"Amsinckia","lycopsoides","","","Lehm.","","Lehm.","","Amsinckia lycopsoides Lehm.","Amsinckia lycopsoides Lehm.","Amsinckia lycopsoides Lehm.","Amsinckia lycopsoides","Amsinckia lycopsoides",1077,3044,"Boraginaceae","","","PIP (UN)","","","","","","","",1,"1"
587,"Myosotis","alpestris","","","F.W.Schmidt","","F.W.Schmidt","","Myosotis alpestris F. W. Schmidt","Myosotis alpestris F.W.Schmidt","Myosotis alpestris F.W.Schmidt","Myosotis alpestris","Myosotis alpestris",11635,3061,"Boraginaceae","","","PIP (CAP)","","","","","","","",1,""
588,"Myosotis","scorpioides","","","L.","","L.","","Myosotis scorpioides L.","Myosotis scorpioides L.","Myosotis scorpioides L.","Myosotis scorpioides","Myosotis scorpioides",11641,3063,"Boraginaceae","","","PIP (CAP)","","","","","","","",1,""
589,"Symphytum","officinale","","","L.","","L.","","Symphytum officinale L.","Symphytum officinale L.","Symphytum officinale L.","Symphytum officinale","Symphytum officinale",16414,3066,"Boraginaceae","","","IAP (NP)","","","","","","","",1,"1"
590,"Campsis","grandiflora","","","(Thunb.) K.Schum.","","(Thunb.) K.Schum.","","Campsis grandiflora (Thunb.) K. Schum.","Campsis grandiflora (Thunb.) K.Schum.","Campsis grandiflora (Thunb.) K.Schum.","Campsis grandiflora","Campsis grandiflora",3129,3078,"Bignoniaceae","","","","","","","","","","",1,""
591,"Campsis","radicans","","","(L.) Seem.","","(L.) Seem.","","Campsis radicans (L.) Seem.","Campsis radicans (L.) Seem.","Campsis radicans (L.) Seem.","Campsis radicans","Campsis radicans",3130,3079,"Bignoniaceae","","","","","","","","","","",1,""
592,"Catalpa","bignonioides","","","Walter","","Walter","","Catalpa bignonioides Walter","Catalpa bignonioides Walter","Catalpa bignonioides Walter","Catalpa bignonioides","Catalpa bignonioides",3712,3080,"Bignoniaceae","","","PIP (CAP)","","","","","","","",1,""
593,"Catalpa","bungei","","","C.A.Mey.","","C.A.Mey.","","Catalpa bungei C. A. Mey.","Catalpa bungei C.A.Mey.","Catalpa bungei C.A.Mey.","Catalpa bungei","Catalpa bungei",3713,3081,"Bignoniaceae","","","PIP (CAP)","","","","","","","",1,""
594,"Catalpa","ovata","","","G.Don","","G.Don","","Catalpa ovata G. Don","Catalpa ovata G.Don","Catalpa ovata G.Don","Catalpa ovata","Catalpa ovata",3716,3082,"Bignoniaceae","","","PIP (CAP)","","","","","","","",1,""
595,"Catalpa","speciosa","","","Warder ex Engelm.","","Warder ex Engelm.","","Catalpa speciosa Warder ex Engelm.","Catalpa speciosa Warder ex Engelm.","Catalpa speciosa Warder ex Engelm.","Catalpa speciosa","Catalpa speciosa",3718,3083,"Bignoniaceae","","","","","","","","","","",1,""
596,"Sinningia","speciosa","","","(Lodd.) Hiern","","(Lodd.) Hiern","","Sinningia speciosa (Lodd.) Hiern","Sinningia speciosa (Lodd.) Hiern","Sinningia speciosa (Lodd.) Hiern","Sinningia speciosa","Sinningia speciosa",15970,3084,"Gesneriaceae","","","","","","","","","","",1,""
597,"Ajuga","reptans","","","L.","","L.","","Ajuga reptans L.","Ajuga reptans L.","Ajuga reptans L.","Ajuga reptans","Ajuga reptans",771,3092,"Lamiaceae","","","","","","","","","","",1,""
598,"Callicarpa","americana","","","L.","","L.","","Callicarpa americana L.","Callicarpa americana L.","Callicarpa americana L.","Callicarpa americana","Callicarpa americana",2627,3095,"Lamiaceae","","","","","","","","","","",1,""
599,"Callicarpa","dichotoma","","","(Lour.) K.Koch","","(Lour.) K.Koch","","Callicarpa dichotoma (Lour.) K. Koch","Callicarpa dichotoma (Lour.) K.Koch","Callicarpa dichotoma (Lour.) K.Koch","Callicarpa dichotoma","Callicarpa dichotoma",2632,3096,"Lamiaceae","","","","","","","1","Ⅲ","","1",1,""
600,"Callicarpa","dichotoma","f.","albifructa","(Lour.) K.Koch","Moldenke","Moldenke","","Callicarpa dichotoma (Lour.) K. Koch forma albifructa Moldenke","Callicarpa dichotoma f. albifructa Moldenke","Callicarpa dichotoma f. albifructa Moldenke","Callicarpa dichotoma f. albifructa","Callicarpa dichotoma f. albifructa",2633,3097,"Lamiaceae","","","","","","","","","","",1,""
601,"Callicarpa","japonica","","","Thunb.","","Thunb.","","Callicarpa japonica Thunb.","Callicarpa japonica Thunb.","Callicarpa japonica Thunb.","Callicarpa japonica","Callicarpa japonica",2636,3098,"Lamiaceae","","","","","","","1","","","1",1,""
602,"Caryopteris","incana","","","(Thunb. ex Houtt.) Miq.","","(Thunb. ex Houtt.) Miq.","","Caryopteris incana (Thunb. ex Houtt.) Miq.","Caryopteris incana (Thunb. ex Houtt.) Miq.","Caryopteris incana (Thunb. ex Houtt.) Miq.","Caryopteris incana","Caryopteris incana",3601,3107,"Lamiaceae","","","","","","","1","Ⅰ","","1",1,""
603,"Clerodendrum","japonicum","","","(Thunb.) Sweet","","(Thunb.) Sweet","","Clerodendrum japonicum (Thunb.) Sweet","Clerodendrum japonicum (Thunb.) Sweet","Clerodendrum japonicum (Thunb.) Sweet","Clerodendrum japonicum","Clerodendrum japonicum",4426,3109,"Lamiaceae","","","","","","","","","","",1,""
604,"Mentha","pulegium","","","L.","","L.","","Mentha pulegium L.","Mentha pulegium L.","Mentha pulegium L.","Mentha pulegium","Mentha pulegium",11382,3172,"Lamiaceae","","","PIP (CAP)","","","","","","","",1,""
605,"Mentha","spicata","","","L.","","L.","","Mentha spicata L.","Mentha spicata L.","Mentha spicata L.","Mentha spicata","Mentha spicata",11383,3173,"Lamiaceae","","","IAP (CAP)","","","","","","","",1,"1"
606,"Mentha","× piperita","","","L.","","L.","","Mentha × piperita L.","Mentha × piperita L.","Mentha × piperita L.","Mentha × piperita","Mentha × piperita",11388,3174,"Lamiaceae","","","PIP (CAP)","","","","","","","",1,""
607,"Nepeta","tenuifolia","","","Benth.","","Benth.","","Nepeta tenuifolia Benth.","Nepeta tenuifolia Benth.","Nepeta tenuifolia Benth.","Nepeta tenuifolia","Nepeta tenuifolia",11775,3184,"Lamiaceae","","","","","","","","","","",1,""
608,"Perilla","frutescens","","","(L.) Britton","","(L.) Britton","","Perilla frutescens (L.) Britton","Perilla frutescens (L.) Britton","Perilla frutescens (L.) Britton","Perilla frutescens","Perilla frutescens",12498,3186,"Lamiaceae","","","Arc.","","","","","","","",1,"1"
609,"Perilla","frutescens","var.","acuta","(L.) Britton","(Thunb.) Kudô","(Thunb.) Kudô","","Perilla frutescens (L.) Britton var. acuta (Thunb.) Kudô","Perilla frutescens var. acuta (Thunb.) Kudô","Perilla frutescens var. acuta (Thunb.) Kudô","Perilla frutescens var. acuta","Perilla frutescens var. acuta",12499,3187,"Lamiaceae","","","","","","","","","","",1,""
610,"Perilla","frutescens","var.","crispa","(L.) Britton","(Thunb.) Deane","(Thunb.) Deane","","Perilla frutescens (L.) Britton var. crispa (Thunb.) Deane","Perilla frutescens var. crispa (Thunb.) Deane","Perilla frutescens var. crispa (Thunb.) Deane","Perilla frutescens var. crispa","Perilla frutescens var. crispa",12503,3188,"Lamiaceae","","","PIP (CAP)","","","","","","","",1,""
611,"Perilla","frutescens","var.","purpurascens","(L.) Britton","(Hayata) H.W.Li","(Hayata) H.W.Li","","Perilla frutescens (L.) Britton var. purpurascens (Hayata) H. W. Li","Perilla frutescens var. purpurascens (Hayata) H.W.Li","Perilla frutescens var. purpurascens (Hayata) H.W.Li","Perilla frutescens var. purpurascens","Perilla frutescens var. purpurascens",12500,3189,"Lamiaceae","","","","","","","","","","",1,""
612,"Perilla","frutescens","f.","viridis","(L.) Britton","Makino","Makino","","Perilla frutescens (L.) Britton forma viridis Makino","Perilla frutescens f. viridis Makino","Perilla frutescens f. viridis Makino","Perilla frutescens f. viridis","Perilla frutescens f. viridis",12501,3190,"Lamiaceae","","","","","","","","","","",1,""
613,"Physostegia","virginiana","","","(L.) Benth.","","(L.) Benth.","","Physostegia virginiana (L.) Benth.","Physostegia virginiana (L.) Benth.","Physostegia virginiana (L.) Benth.","Physostegia virginiana","Physostegia virginiana",12830,3195,"Lamiaceae","","","","","","","","","","",1,""
614,"Salvia","miltiorrhiza","","","Bunge","","Bunge","","Salvia miltiorrhiza Bunge","Salvia miltiorrhiza Bunge","Salvia miltiorrhiza Bunge","Salvia miltiorrhiza","Salvia miltiorrhiza",15225,3202,"Lamiaceae","","","","","","","","","","",1,""
615,"Salvia","officinalis","","","L.","","L.","","Salvia officinalis L.","Salvia officinalis L.","Salvia officinalis L.","Salvia officinalis","Salvia officinalis",15235,3203,"Lamiaceae","","","PIP (UN)","","","","","","","",1,""
616,"Salvia","splendens","","","Sellow ex Wied-Neuw.","","Sellow ex Wied-Neuw.","","Salvia splendens Sellow ex Wied-Neuw.","Salvia splendens Sellow ex Wied-Neuw.","Salvia splendens Sellow ex Wied-Neuw.","Salvia splendens","Salvia splendens",15248,3205,"Lamiaceae","","","","","","","","","","",1,""
617,"Scutellaria","baicalensis","","","Georgi","","Georgi","","Scutellaria baicalensis Georgi","Scutellaria baicalensis Georgi","Scutellaria baicalensis Georgi","Scutellaria baicalensis","Scutellaria baicalensis",15647,3208,"Lamiaceae","","","PIP (UN)","","","","1","","","",1,""
618,"Thymus","quinquecostatus","","","Čelak.","","Čelak.","","Thymus quinquecostatus Čelak.","Thymus quinquecostatus Čelak.","Thymus quinquecostatus Čelak.","Thymus quinquecostatus","Thymus quinquecostatus",16767,3238,"Lamiaceae","","VU","","","","","1","Ⅲ","","1",1,""
619,"Thymus","quinquecostatus","var.","magnus","Čelak.","(Nakai) Kitam.","(Nakai) Kitam.","","Thymus quinquecostatus Čelak. var. magnus (Nakai) Kitamura","Thymus quinquecostatus var. magnus (Nakai) Kitam.","Thymus quinquecostatus var. magnus (Nakai) Kitam.","Thymus quinquecostatus var. magnus","Thymus quinquecostatus var. magnus",16769,3239,"Lamiaceae","","VU","","1","","NE","","","","1",1,""
620,"Vitex","negundo","var.","cannabifolia","L.","(Siebold & Zucc.) Hand.-Mazz.","(Siebold & Zucc.) Hand.-Mazz.","","Vitex negundo L. var. cannabifolia (Siebold & Zucc.) Hand.-Mazz.","Vitex negundo var. cannabifolia (Siebold & Zucc.) Hand.-Mazz.","Vitex negundo var. cannabifolia (Siebold & Zucc.) Hand.-Mazz.","Vitex negundo var. cannabifolia","Vitex negundo var. cannabifolia",17631,3241,"Lamiaceae","","","","","","","","","","",1,""
621,"Abeliophyllum","distichum","","","Nakai","","Nakai","","Abeliophyllum distichum Nakai","Abeliophyllum distichum Nakai","Abeliophyllum distichum Nakai","Abeliophyllum distichum","Abeliophyllum distichum",24,3264,"Oleaceae","cancel","CR","","1","","VU","1","Ⅴ","endemic","1",1,""
622,"Abeliophyllum","distichum","var.","obtusicarpum","Nakai","T.B.Lee","T.B.Lee","","Abeliophyllum distichum Nakai var. obtusicarpum T. B. Lee","Abeliophyllum distichum var. obtusicarpum T.B.Lee","Abeliophyllum distichum var. obtusicarpum T.B.Lee","Abeliophyllum distichum var. obtusicarpum","Abeliophyllum distichum var. obtusicarpum",20121,3265,"Oleaceae","","","","","","","","","","1",1,""
623,"Abeliophyllum","distichum","f.","eburneum","Nakai","T.B.Lee","T.B.Lee","","Abeliophyllum distichum Nakai forma eburneum T. B. Lee","Abeliophyllum distichum f. eburneum T.B.Lee","Abeliophyllum distichum f. eburneum T.B.Lee","Abeliophyllum distichum f. eburneum","Abeliophyllum distichum f. eburneum",20,3266,"Oleaceae","","","","","","","","","","1",1,""
624,"Abeliophyllum","distichum","f.","lilacinum","Nakai","Nakai","Nakai","","Abeliophyllum distichum Nakai forma lilacinum Nakai","Abeliophyllum distichum f. lilacinum Nakai","Abeliophyllum distichum f. lilacinum Nakai","Abeliophyllum distichum f. lilacinum","Abeliophyllum distichum f. lilacinum",25,3267,"Oleaceae","","","","","","","","","","1",1,""
625,"Abeliophyllum","distichum","f.","viridicalycinum","Nakai","T.B.Lee","T.B.Lee","","Abeliophyllum distichum Nakai forma viridicalycinum T. B. Lee","Abeliophyllum distichum f. viridicalycinum T.B.Lee","Abeliophyllum distichum f. viridicalycinum T.B.Lee","Abeliophyllum distichum f. viridicalycinum","Abeliophyllum distichum f. viridicalycinum",23,3268,"Oleaceae","","","","","","","","","","1",1,""
626,"Chionanthus","retusus","","","Lindl. & Paxton","","Lindl. & Paxton","","Chionanthus retusus Lindl. & Paxton","Chionanthus retusus Lindl. & Paxton","Chionanthus retusus Lindl. & Paxton","Chionanthus retusus","Chionanthus retusus",4068,3269,"Oleaceae","","LC","","","","LC","1","Ⅲ","","1",1,""
627,"Fontanesia","phillyreoides","","","Labill.","","Labill.","","Fontanesia phillyreoides Labill.","Fontanesia phillyreoides Labill.","Fontanesia phillyreoides Labill.","Fontanesia phillyreoides","Fontanesia phillyreoides",7044,3271,"Oleaceae","","","","","","","","","","",1,""
628,"Forsythia","koreana","","","(Rehder) Nakai","","(Rehder) Nakai","","Forsythia koreana (Rehder) Nakai","Forsythia koreana (Rehder) Nakai","Forsythia koreana (Rehder) Nakai","Forsythia koreana","Forsythia koreana",7049,3272,"Oleaceae","","","","1","","","1","","","1",1,""
629,"Forsythia","suspensa","","","(Thunb.) Vahl","","(Thunb.) Vahl","","Forsythia suspensa (Thunb.) Vahl","Forsythia suspensa (Thunb.) Vahl","Forsythia suspensa (Thunb.) Vahl","Forsythia suspensa","Forsythia suspensa",7057,3277,"Oleaceae","","","","","","","","","","",1,""
630,"Forsythia","viridissima","","","Lindl.","","Lindl.","","Forsythia viridissima Lindl.","Forsythia viridissima Lindl.","Forsythia viridissima Lindl.","Forsythia viridissima","Forsythia viridissima",7065,3279,"Oleaceae","","","","","","","","","","",1,""
631,"Forsythia","× intermedia","","","Zab.","","Zab.","","Forsythia × intermedia Zab.","Forsythia × intermedia Zab.","Forsythia × intermedia Zab.","Forsythia × intermedia","Forsythia × intermedia",7070,3280,"Oleaceae","","","","","","","","","","",1,""
632,"Fraxinus","americana","","","L.","","L.","","Fraxinus americana L.","Fraxinus americana L.","Fraxinus americana L.","Fraxinus americana","Fraxinus americana",7092,3281,"Oleaceae","","","","","","","","","","",1,""
633,"Fraxinus","excelsior","","","L.","","L.","","Fraxinus excelsior L.","Fraxinus excelsior L.","Fraxinus excelsior L.","Fraxinus excelsior","Fraxinus excelsior",7102,3283,"Oleaceae","","","","","","","","","","",1,""
634,"Fraxinus","pennsylvanica","","","Marshall","","Marshall","","Fraxinus pennsylvanica Marshall","Fraxinus pennsylvanica Marshall","Fraxinus pennsylvanica Marshall","Fraxinus pennsylvanica","Fraxinus pennsylvanica",7113,3285,"Oleaceae","","","","","","","","","","",1,""
