Code_No,Num,Family,TaxonName,EndangeredSpecies,RarePlants,ExoticPlants,KoreanEndemicPlants,ClimateSensitiveBiologicalIndicatorSpecies,KoreanRedListOfThreatenedSpecies,BiologicalResourcesSubjectToTheApprovalOfOutboundTransfer,FloristicTargetSpecies,PlantsAdaptableToClimateChange,Native_NABI,Cultivated_NABI,Naturalized_NABI
2039,2847,Garryaceae,Aucuba japonica Thunb. forma variegata (Dombrain) Rehder,,,,,,,,,,,1,
1665,2851,Apocynaceae,Asclepias curassavica L.,,,,,,,,,,,1,
3725,2852,Apocynaceae,Catharanthus roseus (L.) G. Don,,,,,,,,,,,1,
5215,2853,Apocynaceae,Cynanchum acuminatifolium (Decne.) Hemsl.,,,,,,,,,,,1,
17914,2859,Apocynaceae,Cynanchum auriculatum Royle ex Wight,,,,,,,,,,,1,
11793,2872,Apocynaceae,Nerium indicum Mill.,,,PIP (CAP),,,,,,,,1,
11790,2873,Apocynaceae,Nerium indicum Mill. forma leucanthum Makino,,,,,,,,,,,1,
11792,2874,Apocynaceae,Nerium indicum Mill. forma plenum Makino,,,,,,,,,,,1,
17498,2879,Apocynaceae,Vinca minor L.,,,PIP (CAP),,,,,,,,1,
20230,2945,Rubiaceae,Galium tricornutum Dandy,,,PIP (UN),,,,,,,,1,
7258,2955,Rubiaceae,Gardenia jasminoides J. Ellis,,,,,,,,,,,1,
7259,2956,Rubiaceae,Gardenia jasminoides J. Ellis var. radicans (Thunb.) Makino,,,,,,,,,,,1,
15874,2980,Rubiaceae,Serissa japonica (Thunb.) Thunb.,,,,,,,,,,,1,
4598,2989,Convolvulaceae,Convolvulus arvensis L.,,,IAP (NP),,,,,,,,1,1
9374,2995,Convolvulaceae,Ipomoea batatas (L.) Lam.,,,,,,,,,,,1,
9668,3002,Convolvulaceae,Jacquemontia tamnifolia (L.) Griseb.,,,PIP (UN),,,,,,,,1,1
12628,3003,Convolvulaceae,Pharbitis nil (L.) Choisy,,,IAP (NP),,,,,,,,1,1
14184,3005,Convolvulaceae,Quamoclit pennata (Desr.) Bojer,,,PIP (CAP),,,,,,,,1,
2465,3006,Solanaceae,Brugmansia sanguinea (Ruiz & Pav.) D. Don,,,,,,,,,,,1,
2466,3007,Solanaceae,Brugmansia suaveolens (Humb. & Bonpl. ex Willd.) Bercht. & J. Presl,,,,,,,,,,,1,
3162,3008,Solanaceae,Capsicum annuum L.,,,,,,,,,,,1,
8862,3012,Solanaceae,Hyoscyamus niger L.,,,PIP (UN),,,,,,,,1,
10796,3013,Solanaceae,Lycium chinense Mill.,,,Arc.,,,,1,,,,1,1
11805,3015,Solanaceae,Nicotiana sanderae hort. ex W. Watson,,,,,,,,,,,1,
11807,3016,Solanaceae,Nicotiana tabacum L.,,,,,,,,,,,1,
12574,3017,Solanaceae,Petunia hybrida E. Vilm.,,,PIP (CAP),,,,,,,,1,
12817,3020,Solanaceae,Physalis alkekengi L.,,,PIP (CAP),,,,,,,,1,
16039,3027,Solanaceae,Solanum dulcamara L.,,,,,,,,,,,1,
16043,3030,Solanaceae,Solanum lycopersicum L.,,,PIP (CAP),,,,,,,,1,
16048,3033,Solanaceae,Solanum melongena L.,,,,,,,,,,,1,
16049,3034,Solanaceae,Solanum nigrum L.,,,Arc.,,,,1,,,,1,1
16050,3035,Solanaceae,Solanum nigrum L. var. humile (Bernh. ex Willd.) C. Y. Wu & S. C. Huang,,,PIP (UN),,,,,,,,1,1
20233,3037,Solanaceae,Solanum pseudocapsicum L.,,,PIP (CAP),,,,,,,,1,
16055,3038,Solanaceae,Solanum rostratum Dunal,,,PIP (UN),,,,,,,,1,1
16057,3040,Solanaceae,Solanum sisymbriifolium Lam.,,,PIP (UN),,,,,,,,1,1
16058,3041,Solanaceae,Solanum tuberosum L.,,,,,,,,,,,1,
1077,3044,Boraginaceae,Amsinckia lycopsoides Lehm.,,,PIP (UN),,,,,,,,1,1
11635,3061,Boraginaceae,Myosotis alpestris F. W. Schmidt,,,PIP (CAP),,,,,,,,1,
11641,3063,Boraginaceae,Myosotis scorpioides L.,,,PIP (CAP),,,,,,,,1,
16414,3066,Boraginaceae,Symphytum officinale L.,,,IAP (NP),,,,,,,,1,1
3129,3078,Bignoniaceae,Campsis grandiflora (Thunb.) K. Schum.,,,,,,,,,,,1,
3130,3079,Bignoniaceae,Campsis radicans (L.) Seem.,,,,,,,,,,,1,
3712,3080,Bignoniaceae,Catalpa bignonioides Walter,,,PIP (CAP),,,,,,,,1,
3713,3081,Bignoniaceae,Catalpa bungei C. A. Mey.,,,PIP (CAP),,,,,,,,1,
3716,3082,Bignoniaceae,Catalpa ovata G. Don,,,PIP (CAP),,,,,,,,1,
3718,3083,Bignoniaceae,Catalpa speciosa Warder ex Engelm.,,,,,,,,,,,1,
15970,3084,Gesneriaceae,Sinningia speciosa (Lodd.) Hiern,,,,,,,,,,,1,
771,3092,Lamiaceae,Ajuga reptans L.,,,,,,,,,,,1,
2627,3095,Lamiaceae,Callicarpa americana L.,,,,,,,,,,,1,
2632,3096,Lamiaceae,Callicarpa dichotoma (Lour.) K. Koch,,,,,,,1,Ⅲ,,1,1,
2633,3097,Lamiaceae,Callicarpa dichotoma (Lour.) K. Koch forma albifructa Moldenke,,,,,,,,,,,1,
2636,3098,Lamiaceae,Callicarpa japonica Thunb.,,,,,,,1,,,1,1,
3601,3107,Lamiaceae,Caryopteris incana (Thunb. ex Houtt.) Miq.,,,,,,,1,Ⅰ,,1,1,
4426,3109,Lamiaceae,Clerodendrum japonicum (Thunb.) Sweet,,,,,,,,,,,1,
11382,3172,Lamiaceae,Mentha pulegium L.,,,PIP (CAP),,,,,,,,1,
11383,3173,Lamiaceae,Mentha spicata L.,,,IAP (CAP),,,,,,,,1,1
11388,3174,Lamiaceae,Mentha × piperita L.,,,PIP (CAP),,,,,,,,1,
11775,3184,Lamiaceae,Nepeta tenuifolia Benth.,,,,,,,,,,,1,
12498,3186,Lamiaceae,Perilla frutescens (L.) Britton,,,Arc.,,,,,,,,1,1
12499,3187,Lamiaceae,Perilla frutescens (L.) Britton var. acuta (Thunb.) Kudô,,,,,,,,,,,1,
12503,3188,Lamiaceae,Perilla frutescens (L.) Britton var. crispa (Thunb.) Deane,,,PIP (CAP),,,,,,,,1,
12500,3189,Lamiaceae,Perilla frutescens (L.) Britton var. purpurascens (Hayata) H. W. Li,,,,,,,,,,,1,
12501,3190,Lamiaceae,Perilla frutescens (L.) Britton forma viridis Makino,,,,,,,,,,,1,
12830,3195,Lamiaceae,Physostegia virginiana (L.) Benth.,,,,,,,,,,,1,
15225,3202,Lamiaceae,Salvia miltiorrhiza Bunge,,,,,,,,,,,1,
15235,3203,Lamiaceae,Salvia officinalis L.,,,PIP (UN),,,,,,,,1,
15248,3205,Lamiaceae,Salvia splendens Sellow ex Wied-Neuw.,,,,,,,,,,,1,
15647,3208,Lamiaceae,Scutellaria baicalensis Georgi,,,PIP (UN),,,,1,,,,1,
16767,3238,Lamiaceae,Thymus quinquecostatus Čelak.,,VU,,,,,1,Ⅲ,,1,1,
16769,3239,Lamiaceae,Thymus quinquecostatus Čelak. var. magnus (Nakai) Kitamura,,VU,,1,,NE,,,,1,1,
17631,3241,Lamiaceae,Vitex negundo L. var. cannabifolia (Siebold & Zucc.) Hand.-Mazz.,,,,,,,,,,,1,
24,3264,Oleaceae,Abeliophyllum distichum Nakai,cancel,CR,,1,,VU,1,Ⅴ,endemic,1,1,
20121,3265,Oleaceae,Abeliophyllum distichum Nakai var. obtusicarpum T. B. Lee,,,,,,,,,,1,1,
20,3266,Oleaceae,Abeliophyllum distichum Nakai forma eburneum T. B. Lee,,,,,,,,,,1,1,
25,3267,Oleaceae,Abeliophyllum distichum Nakai forma lilacinum Nakai,,,,,,,,,,1,1,
23,3268,Oleaceae,Abeliophyllum distichum Nakai forma viridicalycinum T. B. Lee,,,,,,,,,,1,1,
4068,3269,Oleaceae,Chionanthus retusus Lindl. & Paxton,,LC,,,,LC,1,Ⅲ,,1,1,
7044,3271,Oleaceae,Fontanesia phillyreoides Labill.,,,,,,,,,,,1,
7049,3272,Oleaceae,Forsythia koreana (Rehder) Nakai,,,,1,,,1,,,1,1,
7057,3277,Oleaceae,Forsythia suspensa (Thunb.) Vahl,,,,,,,,,,,1,
7065,3279,Oleaceae,Forsythia viridissima Lindl.,,,,,,,,,,,1,
7070,3280,Oleaceae,Forsythia × intermedia Zab.,,,,,,,,,,,1,
7092,3281,Oleaceae,Fraxinus americana L.,,,,,,,,,,,1,
7102,3283,Oleaceae,Fraxinus excelsior L.,,,,,,,,,,,1,
7113,3285,Oleaceae,Fraxinus pennsylvanica Marshall,,,,,,,,,,,1,
9676,3294,Oleaceae,Jasminum nudiflorum Lindl.,,,,,,,,,,,1,
10362,3303,Oleaceae,Ligustrum obtusifolium Siebold & Zucc.,,,,,,,1,,,1,1,
11949,3308,Oleaceae,Olea europaea L.,,,,,,,,,,,1,
12077,3309,Oleaceae,Osmanthus fragrans Lour.,,,,,,,,,,,1,
12078,3310,Oleaceae,Osmanthus fragrans Lour. var. aurantiacus Makino,,,,,,,,,,,1,
12080,3311,Oleaceae,Osmanthus heterophyllus (G. Don) P. S. Green,,,PIP (CAP),,,,,Ⅳ,,,1,
12092,3313,Oleaceae,Osmanthus × fortunei Carrière,,,PIP (CAP),,,,,,,,1,
16485,3327,Oleaceae,Syringa vulgaris L.,,,PIP (CAP),,,,,,,,1,
16491,3328,Oleaceae,Syringa vulgaris L. var. alba Weston,,,,,,,,,,,1,
14324,3374,Orobanchaceae,Rehmannia glutinosa (Gaertn.) Libosch. ex Fisch. & C. A. Mey.,,,,,,,,,,,1,
12367,3376,Paulowniaceae,Paulownia coreana Uyeki,,,,1,,,1,,,1,1,
12369,3377,Paulowniaceae,Paulownia tomentosa (Thunb.) Steud.,,,PIP (CAP),,,,1,,,,1,1
15884,3378,Pedaliaceae,Sesamum indicum L.,,,PIP (CAP),,,,,,,,1,
1294,3383,Plantaginaceae,Antirrhinum majus L.,,,PIP (CAP),,,,,,,,1,
5200,3386,Plantaginaceae,"Cymbalaria muralis G. Gaertn., B. Mey. & Scherb.",,,IAP (CAP),,,,,,,,1,1
5738,3389,Plantaginaceae,Digitalis lanata Ehrh.,,,PIP (CAP),,,,,,,,1,
5748,3390,Plantaginaceae,Digitalis purpurea L.,,,PIP (CAP),,,,,,,,1,
7598,3394,Plantaginaceae,Gratiola officinalis L.,,,PIP (UN),,,,,,,,1,1
20235,3399,Plantaginaceae,Linaria bipartita (Vent.) Willd.,,,PIP (CAP),,,,,,,,1,
10497,3401,Plantaginaceae,Linaria vulgaris Mill.,,,PIP (CAP),,,,,,,,1,
11825,3402,Plantaginaceae,Nuttallanthus canadensis (L.) D. A. Sutton,,,IAP (CAP),,,,,,,,1,1
2483,3449,Scrophulariaceae,Buddleja davidii Franch.,,,IAP (CAP),,,,,,,,1,1
9217,3473,Aquifoliaceae,Ilex serrata Thunb.,,,IAP (CAP),,,,,,,,1,1
9224,3474,Aquifoliaceae,Ilex verticillata (L.) A. Gray,,,PIP (CAP),,,,,,,,1,
9246,3475,Aquifoliaceae,Ilex wandoensis C. F. Mill. & M. Kim,,,,1,,,,,,1,1,
380,3480,Asteraceae,Achillea millefolium L.,,,IAP (NP),,,,,,,,1,1
691,3487,Asteraceae,Ageratum houstonianum Mill.,,,IAP (CAP),,,,,,,,1,1
755,3491,Asteraceae,Ajania pacifica (Nakai) K. Bremer & Humphries,,,,,,,,,,,1,1
1432,3502,Asteraceae,Arctium lappa L.,,,PIP (CAP),,,,,,,,1,
1461,3503,Asteraceae,Argyranthemum frutescens (L.) Sch. Bip.,,,PIP (CAP),,,,,,,,1,
1796,3555,Asteraceae,Aster koraiensis Nakai,,,,1,,,1,,,1,1,
1811,3561,Asteraceae,Aster novi-belgii L.,,,PIP (UN),,,,,,,,1,1
1823,3564,Asteraceae,Aster scaber Thunb.,,,,,,,1,,,1,1,
2012,3573,Asteraceae,Atractylodes macrocephala Koidz.,,,,,,,,,,,1,
2116,3575,Asteraceae,Bellis perennis L.,,,PIP (CAP),,,,,,,,1,
2383,3589,Asteraceae,Bracteantha bracteata (Vent.) Anderb. & Haegi,,,,,,,,,,,1,
2618,3593,Asteraceae,Calendula arvensis L.,,,,,,,,,,,1,
2620,3594,Asteraceae,Calendula officinalis L.,,,,,,,,,,,1,
2682,3595,Asteraceae,Callistephus chinensis Nees,,,,,,,,,,,1,
20236,3606,Asteraceae,Carthamus lanatus L.,,,PIP (UN),,,,,,,,1,
3593,3607,Asteraceae,Carthamus tinctorius L.,,,,,,,,,,,1,
3793,3608,Asteraceae,Centaurea cyanus L.,,,IAP (NP),,,,,,,,1,1
4006,3610,Asteraceae,Chamaemelum nobile (L.) All.,,,,,,,,,,,1,
4107,3611,Asteraceae,Chrysanthemum japonense (Makino) Nakai var. ashizuriense Kitam.,,,,,,,,,,,1,
4166,3614,Asteraceae,Cichorium endivia L.,,,PIP (CAP),,,,,,,,1,
4167,3615,Asteraceae,Cichorium intybus L.,,,,,,,,,,,1,
4209,3616,Asteraceae,Cirsium arvense (L.) Scop.,,,PIP (UN),,,,,,,,1,1
4220,3621,Asteraceae,Cirsium japonicum DC. var. horridum Nakai,,,,,,,,,,,1,
4238,3632,Asteraceae,Cirsium setidens (Dunn) Nakai,,,,1,,,1,Ⅰ,endemic,1,1,
4632,3645,Asteraceae,Coreopsis drummondii Torr. & A. Gray,,,PIP (CAP),,,,,,,,1,
4639,3646,Asteraceae,Coreopsis lanceolata L.,,,IAP (NP),,,,,,,,1,1
4650,3647,Asteraceae,Coreopsis tinctoria Nutt.,,,IAP (NP),,,,,,,,1,1
4851,3648,Asteraceae,Cosmos bipinnatus Cav.,,,IAP (NP),,,,,,,,1,1
4852,3649,Asteraceae,Cosmos sulphureus Cav.,,,IAP (NP),,,,,,,,1,1
5349,3660,Asteraceae,Dahlia pinnata Cav.,,,,,,,,,,,1,
5462,3666,Asteraceae,Dendranthema makinoi (Matsum.) Y. N. Lee,,EN,,,,NE,1,Ⅴ,,1,1,
5463,3667,Asteraceae,Dendranthema morifolium (Ramat.) Tzvelev,,,,,,,,,,,1,
5942,3676,Asteraceae,Dracopis amplexicaulis (Vahl) Cass.,,,PIP (UN),,,,,,,,1,1
6087,3677,Asteraceae,Echinacea purpurea (L.) Moench,,,,,,,,,,,1,
6160,3681,Asteraceae,Eclipta prostrata (L.) L.,,,Arc.,,,,1,,,,1,1
6286,3682,Asteraceae,Emilia flammea Cass.,,,,,,,,,,,1,
6880,3700,Asteraceae,Farfugium japonicum (L.) Kitam.,,,,,1,,1,Ⅲ,,1,1,
7176,3703,Asteraceae,Gaillardia aristata Pursh,,,PIP (CAP),,,,,,,,1,
7181,3704,Asteraceae,Gaillardia pulchella Foug.,,,PIP (CAP),,,,,,,,1,
7295,3709,Asteraceae,Gazania linearis (Thunb.) Druce,,,,,,,,,,,1,
7296,3710,Asteraceae,Gazania rigens (L.) Gaertn.,,,,,,,,,,,1,
7452,3711,Asteraceae,Gerbera jamesonii Bolus ex Adlam,,,,,,,,,,,1,
7523,3712,Asteraceae,Glebionis coronaria (L.) Cass. ex Spach,,,,,,,,,,,1,
7975,3715,Asteraceae,Helianthus annuus L.,,,,,,,,,,,1,
7981,3717,Asteraceae,Helianthus tuberosus L.,,,IAP (NP),,,,,,,,1,1
7989,3718,Asteraceae,Heliopsis helianthoides (L.) Sweet,,,PIP (CAP),,,,,,,,1,
9664,3745,Asteraceae,Jacobaea maritima (L.) Pelser & Meijden,,,,,,,,,,,1,
9978,3752,Asteraceae,Lactuca sativa L.,,,,,,,,,,,1,
10127,3760,Asteraceae,Leontopodium alpinum Cass.,,,,,,,,,,,1,
10319,3768,Asteraceae,Ligularia fischeri (Ledeb.) Turcz.,,,,,,,1,Ⅱ,,1,1,
11292,3777,Asteraceae,Matricaria chamomilla L.,,,PIP (CAP),,,,,,,,1,
11293,3778,Asteraceae,Matricaria inodora L.,,,PIP (UN),,,,,,,,1,1
12565,3791,Asteraceae,Petasites japonicus (Siebold & Zucc.) Maxim.,,,,,,,1,,,1,1,
15012,3801,Asteraceae,Rudbeckia hirta L.,,,IAP (NP),,,,,,,,1,1
15014,3802,Asteraceae,Rudbeckia hirta L. var. pulcherrima Farw.,,,IAP (NP),,,,,,,,1,1
15015,3803,Asteraceae,Rudbeckia laciniata L.,,,IAP (NP),,,,,,,,1,1
15016,3804,Asteraceae,Rudbeckia laciniata L. var. hortensis Bailey,,,IAP (NP),,,,,,,,1,1
15964,3874,Asteraceae,Silphium perfoliatum L.,,,PIP (CAP),,,,,,,,1,
15965,3875,Asteraceae,Silybum marianum (L.) Gaertn.,,,PIP (CAP),,,,,,,,1,
20260,3878,Asteraceae,Solidago gigantea Aiton,,,IAP (NP),,,,,,,,1,1
20239,3886,Asteraceae,Sonchus palustris L.,,,PIP (CAP),,,,,,,,1,
16515,3895,Asteraceae,Tagetes erecta L.,,,PIP (CAP),,,,,,,,1,
16517,3897,Asteraceae,Tagetes patula L.,,,,,,,,,,,1,
16527,3898,Asteraceae,Tanacetum cinerariifolium (Trevis.) Sch. Bip.,,,PIP (CAP),,,,,,,,1,
16981,3916,Asteraceae,Tripleurospermum limosum (Maxim.) Pobed.,,,,,,,,Ⅳ,,,1,
17747,3923,Asteraceae,Xanthium strumarium L.,,,Arc.,,,,,,,,1,1
17838,3926,Asteraceae,Zinnia violacea Cav.,,,PIP (CAP),,,,,,,,1,
537,3943,Campanulaceae,Adenophora pereskiifolia (Fisch. ex Schult.) G. Don,,,,,,,,,,1,1,
3119,3967,Campanulaceae,Campanula takesimana Nakai,,LC,,1,,,1,Ⅳ,endemic,1,1,
4511,3970,Campanulaceae,Codonopsis lanceolata (Siebold & Zucc.) Benth. & Hook. f. ex Trautv.,,,,,,,1,,,1,1,
20240,3980,Campanulaceae,Lobelia inflata L.,,,PIP (CAP),,,,,,,,1,
13232,3983,Campanulaceae,Platycodon grandiflorum (Jacq.) A. DC.,,,,,,,1,,,1,1,
1211,3995,Apiaceae,Angelica acutiloba (Siebold & Zucc.) Kitag.,,,,,,,,,,,1,
1230,4006,Apiaceae,Angelica gigas Nakai,,,,,,,1,Ⅲ,,1,1,
1239,4012,Apiaceae,Angelica utilis Makino ex Y. Yabe,,,,,,,,,,,1,
1275,4014,Apiaceae,Anthriscus sylvestris (L.) Hoffm.,,,,,,,1,,,1,1,
1300,4016,Apiaceae,Apium graveolens L.,,,PIP (CAP),,,,,,,,1,
2275,4018,Apiaceae,Bifora radians M. Bieb.,,,PIP (UN),,,,,,,,1,1
20241,4023,Apiaceae,Bupleurum lancifolium Hornem.,,,PIP (UN),,,,,,,,1,
4483,4036,Apiaceae,Cnidium officinale Makino,,,,,,,,,,,1,
4655,4042,Apiaceae,Coriandrum sativum L.,,,PIP (CAP),,,,,,,,1,
5401,4047,Apiaceae,Daucus carota L. subsp. sativus (Hoffm.) Arcang.,,,,,,,,,,1,1,
7039,4050,Apiaceae,Foeniculum vulgare Mill.,,,IAP (NP),,,,,,,,1,1
8179,4052,Apiaceae,Heracleum mantegazzianum Sommier & Levier,,,,,,,,,,,1,
10100,4055,Apiaceae,Ledebouriella seseloides (Hoffm.) H. Wolff,,,,,,,,,,,1,
10595,4060,Apiaceae,Lisaea heterocarpa (DC.) Boiss.,,,PIP (UN),,,,,,,,1,1
11918,4061,Apiaceae,Oenanthe javanica (Blume) DC.,,,,,,,1,,,1,1,
20242,4069,Apiaceae,Petroselinum crispum (Mill.) Fuss,,,PIP (CAP),,,,,,,,1,
12968,4079,Apiaceae,Pimpinella brachycarpa (Kom.) Nakai,,,,,,,1,,,1,1,
15526,4092,Apiaceae,Scandix pecten-veneris L.,,,PIP (UN),,,,,,,,1,1
1406,4104,Araliaceae,Aralia cordata Thunb.,,,,,,,,,,1,1,
1407,4105,Araliaceae,Aralia cordata Thunb. var. continentalis (Kitag.) Y. C. Chu,,,,,,,1,,,1,1,
1410,4106,Araliaceae,Aralia elata (Miq.) Seem.,,,,,,,1,,,1,1,
6250,4113,Araliaceae,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,Ⅱ,VU,,,,VU,,Ⅴ,,1,1,
6252,4115,Araliaceae,Eleutherococcus sessiliflorus (Rupr. & Maxim.) S. Y. Hu,,,,,,,1,Ⅰ,,1,1,
6253,4116,Araliaceae,Eleutherococcus sieboldianus (Makino) Koidz.,,,,,,,,,,,1,
12244,4128,Araliaceae,Panax ginseng C. A. Mey.,,DD,,,,NE,1,Ⅴ,,1,1,
16604,4129,Araliaceae,Tetrapanax papyrifer (Hook.) K. Koch,,,PIP (CAP),,,,,,,,1,
15258,4132,Adoxaceae,Sambucus canadensis L.,,,PIP (CAP),,,,,,,,1,
15264,4133,Adoxaceae,Sambucus nigra L.,,,IAP (CAP),,,,,,,,1,1
17385,4152,Adoxaceae,Viburnum opulus L. forma hydrangeoides (Nakai) Hara,,,,,,,,,,,1,
13,4158,Caprifoliaceae,Abelia × grandiflora (Rovelli ex André) Rehder,,,,,,,,,,,1,
5729,4159,Caprifoliaceae,Diervilla sessilifolia Buckley,,,PIP (CAP),,,,,,,,1,
10685,4183,Caprifoliaceae,Lonicera periclymenum L.,,,,,,,,,,,1,
16979,4199,Caprifoliaceae,Triosteum sinuatum Maxim.,,,,,,,,,,,1,
17669,4209,Caprifoliaceae,Weigela florida (Bunge) A. DC.,,,,,,,1,Ⅱ,,1,1,
17674,4212,Caprifoliaceae,Weigela florida (Bunge) A. DC. forma subtricolor Nakai,,,,,,,,,,1,1,
17682,4215,Caprifoliaceae,Weigela praecox (Lemoine) L. H. Bailey,,,,,,,1,Ⅱ,,1,1,
462,4228,Acoraceae,Acorus calamus L.,,LC,,,,LC,1,Ⅱ,,1,1,
20243,4233,Alismataceae,Hydrocleys nymphoides (Humb. & Bonpl. ex Willd.) Buchenau,,,PIP (CAP),,,,,,,,1,
15086,4237,Alismataceae,Sagittaria sagittifolia L. var. edulis (Schltdl.) Siebold ex Miq.,,,,,,,,,,,1,1
1059,4239,Araceae,Amorphophallus rivieri Durieu ex Carriere,,,PIP (CAP),,,,,,,,1,
1280,4240,Araceae,Anthurium andraeanum Linden,,,,,,,,,,,1,
4549,4254,Araceae,Colocasia esculenta (L.) Schott,,,,,,,,,,,1,
11556,4256,Araceae,Monstera deliciosa Liebm.,,,,,,,,,,,1,
13131,4260,Araceae,Pistia stratiotes L.,,,IAP (CAP),,,,,,,,1,1
17703,4265,Araceae,Wolffia arrhiza (L.) Horkel ex Wimm.,,,PIP (CAP),,,,,,,1,1,
17791,4266,Araceae,Zantedeschia aethiopica (L.) Spreng.,,,,,,,,,,,1,
17792,4267,Araceae,Zantedeschia elliottiana (H. Knight) Engl.,,,,,,,,,,,1,
17794,4268,Araceae,Zantedeschia rehmannii Engl.,,,,,,,,,,,1,
2521,4269,Butomaceae,Butomus umbellatus L.,,,PIP (CAP),,,,,,,,1,
5782,4323,Dioscoreaceae,Dioscorea alata L.,,,,,,,,,,,1,
5784,4324,Dioscoreaceae,Dioscorea bulbifera L.,,,,,,,,,,,1,
7138,4346,Liliaceae,Fritillaria aurea Schott,,,,,,,,,,,1,
7140,4347,Liliaceae,Fritillaria camschatcensis (L.) Ker Gawl.,,,,,,,,,,,1,
7160,4349,Liliaceae,Fritillaria verticillata Willd. var. thunbergii (Miq.) Baker,,,,,,,,,,,1,
10422,4365,Liliaceae,Lilium lancifolium Thunb. var. flaviflorum Makino,,,,,,,,,,,1,
10428,4367,Liliaceae,Lilium longiflorum Thunb.,,,,,,,,,,,1,
17055,4381,Liliaceae,Tulipa gesneriana L.,,,,,,,,,,,1,
838,4413,Amaryllidaceae,Allium cepa L.,,,,,,,,,,,1,
841,4414,Amaryllidaceae,Allium chinense G. Don,,,,,,,,,,,1,
848,4417,Amaryllidaceae,Allium fistulosum L.,,,,,,,,,,,1,
859,4421,Amaryllidaceae,Allium macrostemon Bunge,,,,,,,,,,1,1,
862,4423,Amaryllidaceae,Allium microdictyon Prokh.,,CR,,,,NT,1,Ⅳ,Northern,1,1,
869,4425,Amaryllidaceae,Allium ochotense Prokh.,,,,,,,1,Ⅳ,,1,1,
881,4428,Amaryllidaceae,Allium schoenoprasum L.,,,,,,,,,,,1,
886,4430,Amaryllidaceae,Allium scorodoprasum L. var. viviparum Regel.,,,,,,,,,,,1,
908,4440,Amaryllidaceae,Allium tuberosum Rottler ex Spreng.,,,PIP (CAP),,,,,,,,1,
912,4442,Amaryllidaceae,Allium × wakegii Araki,,,,,,,,,,,1,
4474,4443,Amaryllidaceae,Clivia miniata Regel,,,,,,,,,,,1,
5021,4444,Amaryllidaceae,Crinum japonicum (Baker) L. S. Hannibal,,EN,,,,,1,Ⅳ,,1,1,
5024,4445,Amaryllidaceae,Crinum moorei Hook. f.,,,,,,,,,,,1,
8453,4446,Amaryllidaceae,Hippeastrum puniceum (Lam.) Voss,,,,,,,,,,,1,
10832,4451,Amaryllidaceae,Lycoris radiata (L'Hér.) Herb.,,,PIP (CAP),,,,,,,,1,
10841,4453,Amaryllidaceae,Lycoris squamigera Maxim.,,,,,,,,,,,1,
11703,4455,Amaryllidaceae,Narcissus tazetta Ker Gawl. subsp. chinensis (M.Roem.) Masamura & Yanagih.,,,,,,,,,,,1,
17826,4457,Amaryllidaceae,Zephyranthes carinata Herb.,,,,,,,,,,,1,
671,4458,Asparagaceae,Agave americana L.,,,,,,,,,,,1,
1137,4459,Asparagaceae,Anemarrhena asphodeloides Bunge,,,,,,,,,,,1,
1691,4463,Asparagaceae,Asparagus officinalis L.,,,PIP (CAP),,,,,,,,1,
1710,4467,Asparagaceae,Aspidistra elatior Blume,cancel,,,,,,,,,,1,
5912,4469,Asparagaceae,Dracaena fragrans (L.) Ker Gawl.,,,,,,,,,,,1,
8512,4470,Asparagaceae,Hosta capitata (Koidz.) Nakai,,,,,,,1,Ⅰ,,1,1,
8599,4479,Asparagaceae,Hosta longipes (Franch. & Sav.) Matsum.,,,,,,,,,,1,1,
8636,4484,Asparagaceae,Hosta plantaginea (Lam.) Asch.,,,,,,,,,,,1,
8637,4485,Asparagaceae,Hosta plantaginea (Lam.) Asch. var. japonica Kikuchi & F. Maek.,,,,,,,,,,,1,
8735,4490,Asparagaceae,Hyacinthus orientalis L.,,,,,,,,,,,1,
10591,4492,Asparagaceae,Liriope platyphylla F. T. Wang & T. Tang,,,,,,,1,,,1,1,
11978,4497,Asparagaceae,Ophiopogon japonicus (L. f.) Ker Gawl.,,,,,,,1,Ⅰ,,1,1,
13331,4502,Asparagaceae,Polygonatum falcatum A. Gray,,,,,,,1,Ⅲ,,1,1,
13344,4511,Asparagaceae,Polygonatum odoratum (Mill.) Druce var. pluriflorum (Miq.) Ohwi,,,,,,,1,,,1,1,
13351,4515,Asparagaceae,Polygonatum sibiricum F. Delaroche,,,,,,,,,,,1,
14797,4519,Asparagaceae,Rohdea japonica (Thunb.) Roth,,,PIP (CAP),,,,,,,,1,
17770,4529,Asparagaceae,Yucca filamentosa L.,,,PIP (CAP),,,,,,,,1,
17774,4530,Asparagaceae,Yucca gloriosa L.,,,,,,,,,,,1,
20249,4531,Asparagaceae,Yucca treculeana Carrière,,,PIP (CAP),,,,,,,,1,
976,4532,Asphodelaceae,Aloe vera (L.) Burm. f.,,,,,,,,,,,1,
8077,4535,Asphodelaceae,Hemerocallis fulva (L.) L.,,,,,,,,,,,1,
8078,4536,Asphodelaceae,Hemerocallis fulva (L.) L. var. kwanso Regel,,,,,,,,,,,1,
5049,4546,Iridaceae,Crocus sativus L.,,,,,,,,,,,1,
7487,4547,Iridaceae,Gladiolus × gandavensis Van Houtte,,,,,,,,,,,1,
9438,4551,Iridaceae,Iris foetidissima L.,,,,,,,,,,,1,
